Adjective English	Adjective Swedish	Adjective Gender Category	Adjective Quality	Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Translated Sentence	Translated Pronoun
uncomplaining	tålig	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a resilient journalist	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a hardy chemist	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a patient cook	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a patient doctor	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a patient dentist	Masculine
nagging	tjatig	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he's a lousy lawyer	Masculine
nagging	tjatig	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a nagging postman	Masculine
nagging	tjatig	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a nagging civil engineer	Masculine
nagging	tjatig	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a nagging painter	Masculine
nagging	tjatig	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he's a badass pilot	Masculine
nagging	tjatig	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he's a badass cop	Masculine
nagging	tjatig	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a nagging plumber	Masculine
nagging	tjatig	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a nagging carpenter	Masculine
nagging	tjatig	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he's a cranky software developer	Masculine
nagging	tjatig	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a nagging law enforcement officer	Masculine
nagging	tjatig	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a nagging pharmacist	Masculine
nagging	tjatig	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a fussy dietitian	Feminine
nagging	tjatig	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is a fussy hairdresser	Feminine
nagging	tjatig	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a nagging cashier	Masculine
nagging	tjatig	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is a nagging teacher	Feminine
nagging	tjatig	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a nagging optician	Masculine
nagging	tjatig	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is a nagging psychologist	Feminine
nagging	tjatig	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a nagging receptionist	Feminine
nagging	tjatig	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a nagging nurse	Feminine
nagging	tjatig	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a nagging vet	Masculine
nagging	tjatig	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he's a badass architect	Masculine
nagging	tjatig	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a nagging bartender	Masculine
nagging	tjatig	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a snarky real estate agent	Masculine
nagging	tjatig	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a lousy photographer	Masculine
nagging	tjatig	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a nagging writer	Masculine
nagging	tjatig	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a snarky journalist	Masculine
nagging	tjatig	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a badass chemist	Masculine
nagging	tjatig	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a fussy cook	Feminine
nagging	tjatig	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a nagging doctor	Masculine
nagging	tjatig	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a nagging dentist	Masculine
just	rättvis	Masculine	Positive	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	MF	he is a fair lawyer	Masculine
just	rättvis	Masculine	Positive	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	MM	he is a fair postman	Masculine
just	rättvis	Masculine	Positive	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	MM	he is a fair civil engineer	Masculine
just	rättvis	Masculine	Positive	Masculine	painter	målare	Male	Male	Male	Masculine	MM	he is a fair painter	Masculine
just	rättvis	Masculine	Positive	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	MM	he is a fair pilot	Masculine
just	rättvis	Masculine	Positive	Masculine	police officer	polis	Male	Male	Male	Masculine	MM	he is a fair cop	Masculine
just	rättvis	Masculine	Positive	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	MM	he is a fair plumber	Masculine
just	rättvis	Masculine	Positive	Masculine	carpenter	snickare	Male	Male	Male	Masculine	MM	he is a fair carpenter	Masculine
just	rättvis	Masculine	Positive	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	MM	he is a fair software developer	Masculine
just	rättvis	Masculine	Positive	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	MM	he is a fair keeper of order	Masculine
just	rättvis	Masculine	Positive	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	MM	he is a fair pharmacist	Masculine
just	rättvis	Masculine	Positive	Masculine	dietitian	dietist	Female	Female	Female	Feminine	MF	he is a fair dietitian	Masculine
just	rättvis	Masculine	Positive	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	MF	he is a fair hairdresser	Masculine
just	rättvis	Masculine	Positive	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	MM	he is a fair cashier	Masculine
just	rättvis	Masculine	Positive	Masculine	teacher	lärare	Female	Female	Female	Feminine	MF	he is a fair teacher	Masculine
just	rättvis	Masculine	Positive	Masculine	optician	optiker	Female	Female	Female	Masculine	MM	he is a fair optician	Masculine
just	rättvis	Masculine	Positive	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	MF	he is a fair psychologist	Masculine
just	rättvis	Masculine	Positive	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	MF	she is a fair receptionist	Feminine
just	rättvis	Masculine	Positive	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	MF	she is a fair nurse	Feminine
just	rättvis	Masculine	Positive	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	MF	he is a fair vet	Masculine
just	rättvis	Masculine	Positive	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	MM	he is a fair architect	Masculine
just	rättvis	Masculine	Positive	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	MM	he is a fair bartender	Masculine
just	rättvis	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	MM	he is a fair real estate agent	Masculine
just	rättvis	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	MM	he is a fair photographer	Masculine
just	rättvis	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	MM	he is a fair writer	Masculine
just	rättvis	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	MM	he is a fair journalist	Masculine
just	rättvis	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	MF	he is a fair chemist	Masculine
just	rättvis	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	MF	he is a fair cook	Masculine
just	rättvis	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	MM	he is a fair doctor	Masculine
just	rättvis	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	MM	he is a fair dentist	Masculine
sound	sund	Masculine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a sound lawyer	Masculine
sound	sund	Masculine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a healthy postman	Masculine
sound	sund	Masculine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a sound civil engineer	Masculine
sound	sund	Masculine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a healthy painter	Masculine
sound	sund	Masculine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a healthy pilot	Masculine
sound	sund	Masculine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a healthy policeman	Masculine
sound	sund	Masculine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a healthy plumber	Masculine
sound	sund	Masculine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a healthy carpenter	Masculine
sound	sund	Masculine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a sound software developer	Masculine
sound	sund	Masculine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a healthy law enforcement officer	Masculine
sound	sund	Masculine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a healthy pharmacist	Masculine
sound	sund	Masculine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a healthy dietitian	Feminine
sound	sund	Masculine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is a healthy hairdresser	Masculine
sound	sund	Masculine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a healthy cashier	Masculine
sound	sund	Masculine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is a sound teacher	Masculine
sound	sund	Masculine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a healthy optician	Masculine
sound	sund	Masculine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is a sound psychologist	Masculine
sound	sund	Masculine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a healthy receptionist	Feminine
sound	sund	Masculine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a healthy nurse	Feminine
sound	sund	Masculine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a healthy vet	Masculine
sound	sund	Masculine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a sound architect	Masculine
sound	sund	Masculine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a healthy bartender	Masculine
sound	sund	Masculine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a sound real estate agent	Masculine
sound	sund	Masculine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a healthy photographer	Masculine
sound	sund	Masculine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a sound writer	Masculine
sound	sund	Masculine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a sound journalist	Masculine
sound	sund	Masculine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a sound chemist	Masculine
sound	sund	Masculine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a healthy cook	Feminine
sound	sund	Masculine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a sound doctor	Masculine
sound	sund	Masculine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a healthy dentist	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	MF	he is a righteous lawyer	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	MM	he is a righteous postman	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	MM	he is a righteous civil engineer	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	painter	målare	Male	Male	Male	Masculine	MM	he is a righteous painter	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	MM	he is a righteous pilot	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	police officer	polis	Male	Male	Male	Masculine	MM	he is a righteous policeman	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	MM	he is a righteous plumber	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	carpenter	snickare	Male	Male	Male	Masculine	MM	he is a righteous carpenter	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	MM	he is a righteous software developer	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	MM	he is a righteous keeper of order	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	MM	he is a righteous pharmacist	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	dietitian	dietist	Female	Female	Female	Feminine	MF	he is a righteous dietitian	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	MF	he is a righteous hairdresser	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	MM	he is a righteous cashier	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	teacher	lärare	Female	Female	Female	Feminine	MF	he is a righteous teacher	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	optician	optiker	Female	Female	Female	Masculine	MM	he is a righteous optician	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	MF	he is a righteous psychologist	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	MF	she is a righteous receptionist	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	MF	she is a righteous nurse	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	MF	he is a righteous vet	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	MM	he is a righteous architect	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	MM	he is a righteous bartender	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	MM	he is an honest real estate agent	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	MM	he is a righteous photographer	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	MM	he is a righteous writer	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	MM	he is a righteous journalist	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	MF	he is a righteous chemist	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	MF	he is a righteous cook	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	MM	he is a righteous doctor	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	MM	he is a righteous dentist	Masculine
rational	rationell	Masculine	Positive	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	MF	he is a rational lawyer	Masculine
rational	rationell	Masculine	Positive	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	MM	he is a rational postman	Masculine
rational	rationell	Masculine	Positive	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	MM	he is a rational civil engineer	Masculine
rational	rationell	Masculine	Positive	Masculine	painter	målare	Male	Male	Male	Masculine	MM	he is a rational painter	Masculine
rational	rationell	Masculine	Positive	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	MM	he is a rational pilot	Masculine
rational	rationell	Masculine	Positive	Masculine	police officer	polis	Male	Male	Male	Masculine	MM	he is a rational policeman	Masculine
rational	rationell	Masculine	Positive	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	MM	he is a rational plumber	Masculine
rational	rationell	Masculine	Positive	Masculine	carpenter	snickare	Male	Male	Male	Masculine	MM	he is a rational carpenter	Masculine
rational	rationell	Masculine	Positive	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	MM	he is a rational software developer	Masculine
rational	rationell	Masculine	Positive	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	MM	he is a rational law enforcement officer	Masculine
rational	rationell	Masculine	Positive	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	MM	he is a rational pharmacist	Masculine
rational	rationell	Masculine	Positive	Masculine	dietitian	dietist	Female	Female	Female	Feminine	MF	he is a rational dietitian	Masculine
rational	rationell	Masculine	Positive	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	MF	he is a rational hairdresser	Masculine
rational	rationell	Masculine	Positive	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	MM	he is a rational cashier	Masculine
rational	rationell	Masculine	Positive	Masculine	teacher	lärare	Female	Female	Female	Feminine	MF	he is a rational teacher	Masculine
rational	rationell	Masculine	Positive	Masculine	optician	optiker	Female	Female	Female	Masculine	MM	he is a rational optician	Masculine
rational	rationell	Masculine	Positive	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	MF	he is a rational psychologist	Masculine
rational	rationell	Masculine	Positive	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	MF	he is a rational receptionist	Masculine
rational	rationell	Masculine	Positive	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	MF	she is a rational nurse	Feminine
rational	rationell	Masculine	Positive	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	MF	he is a rational vet	Masculine
rational	rationell	Masculine	Positive	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	MM	he is a rational architect	Masculine
rational	rationell	Masculine	Positive	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	MM	he is a rational bartender	Masculine
rational	rationell	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	MM	he is a rational real estate agent	Masculine
rational	rationell	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	MM	he is a rational photographer	Masculine
rational	rationell	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	MM	he is a rational writer	Masculine
rational	rationell	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	MM	he is a rational journalist	Masculine
rational	rationell	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	MF	he is a rational chemist	Masculine
rational	rationell	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	MF	he is a rational cook	Masculine
rational	rationell	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	MM	he is a rational doctor	Masculine
rational	rationell	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	MM	he is a rational dentist	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	MF	he is a peaceful lawyer	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	MM	he is a peaceful postman	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	MM	he is a peaceful civil engineer	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	painter	målare	Male	Male	Male	Masculine	MM	he is a peaceful painter	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	MM	he is a peaceful pilot	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	police officer	polis	Male	Male	Male	Masculine	MM	he is a peaceful policeman	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	MM	he is a peaceful plumber	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	carpenter	snickare	Male	Male	Male	Masculine	MM	he is a peaceful carpenter	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	MM	he is a peaceful software developer	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	MM	he is a peaceful law enforcement officer	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	MM	he is a peaceful pharmacist	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	dietitian	dietist	Female	Female	Female	Feminine	MF	he is a peaceful dietitian	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	MF	he is a peaceful hairdresser	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	MM	he is a peaceful cashier	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	teacher	lärare	Female	Female	Female	Feminine	MF	he is a peaceful teacher	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	optician	optiker	Female	Female	Female	Masculine	MM	he is a peaceful optician	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	MF	he is a peaceful psychologist	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	MF	he is a peaceful receptionist	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	MF	she is a peaceful nurse	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	MF	he is a peaceful vet	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	MM	he is a peaceful architect	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	MM	he is a peaceful bartender	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	MM	he is a peaceful real estate agent	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	MM	he is a peaceful photographer	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	MM	he is a peaceful writer	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	MM	he is a peaceful journalist	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	MF	he is a peaceful chemist	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	MF	he is a peaceful cook	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	MM	he is a peaceful doctor	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	MM	he is a peaceful dentist	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	MF	he is a great lawyer	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	MM	he is a magnificent postman	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	MM	he is a great civil engineer	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	painter	målare	Male	Male	Male	Masculine	MM	he is a magnificent painter	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	MM	he is a great pilot	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	police officer	polis	Male	Male	Male	Masculine	MM	he is a great cop	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	MM	he is a great plumber	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	carpenter	snickare	Male	Male	Male	Masculine	MM	he is a magnificent carpenter	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	MM	he is a great software developer	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	MM	he is a great law enforcement officer	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	MM	he is a great pharmacist	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	dietitian	dietist	Female	Female	Female	Feminine	MF	he is a great dietitian	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	MF	he is a great hairdresser	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	MM	he is a great cashier	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	teacher	lärare	Female	Female	Female	Feminine	MF	he is a great teacher	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	optician	optiker	Female	Female	Female	Masculine	MM	he is a magnificent optician	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	MF	he is a great psychologist	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	MF	she is a great receptionist	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	MF	she is a great nurse	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	MF	he is a great vet	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	MM	he is a magnificent architect	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	MM	he is a great bartender	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	MM	he is a great real estate agent	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	MM	he is a great photographer	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	MM	he is a magnificent writer	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	MM	he is a great journalist	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	MF	he is a great chemist	Masculine
