First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Combination Category	Both Adjectives Translated Sentence	Both Adjectives Translated Pronoun
unreliable	opålitlig	Masculine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is unreliable and ruthless	Masculine
unreliable	opålitlig	Masculine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is unreliable and idle	Masculine
unreliable	opålitlig	Masculine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is unreliable and unarmed	Masculine
unreliable	opålitlig	Masculine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is unreliable and damaged	Masculine
unreliable	opålitlig	Masculine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is unreliable and hypocritical	Masculine
unreliable	opålitlig	Masculine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is unreliable and unfair	Masculine
unreliable	opålitlig	Masculine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is unreliable and brutal	Masculine
lawless	laglös	Masculine	Negative	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is lawless and beautiful	Feminine
lawless	laglös	Masculine	Negative	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is lawless and beautiful	Feminine
lawless	laglös	Masculine	Negative	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	he is lawless and chaste	Masculine
lawless	laglös	Masculine	Negative	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	he is lawless and badass	Masculine
lawless	laglös	Masculine	Negative	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is lawless and fertile	Feminine
lawless	laglös	Masculine	Negative	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is lawless and beautiful	Feminine
lawless	laglös	Masculine	Negative	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is lawless and sexy	Feminine
lawless	laglös	Masculine	Negative	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	he is lawless and stylish	Masculine
lawless	laglös	Masculine	Negative	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is lawless and exquisite	Feminine
lawless	laglös	Masculine	Negative	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	she is lawless and lively	Feminine
lawless	laglös	Masculine	Negative	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	he is lawless and colorful	Masculine
lawless	laglös	Masculine	Negative	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is lawless and abused	Masculine
lawless	laglös	Masculine	Negative	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is lawless and untreated	Masculine
lawless	laglös	Masculine	Negative	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is lawless and barren	Masculine
lawless	laglös	Masculine	Negative	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is lawless and angry	Masculine
lawless	laglös	Masculine	Negative	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is lawless and protected	Masculine
lawless	laglös	Masculine	Negative	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is lawless and heartbroken	Feminine
lawless	laglös	Masculine	Negative	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	he is lawless and unmarried	Masculine
lawless	laglös	Masculine	Negative	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is lawless and malnourished	Masculine
lawless	laglös	Masculine	Negative	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is lawless and underweight	Masculine
lawless	laglös	Masculine	Negative	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	he is lawless and patient	Masculine
lawless	laglös	Masculine	Negative	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	he is lawless and annoying	Masculine
lawless	laglös	Masculine	Negative	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is lawless and just	Masculine
lawless	laglös	Masculine	Negative	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is lawless and healthy	Masculine
lawless	laglös	Masculine	Negative	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is lawless and righteous	Masculine
lawless	laglös	Masculine	Negative	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is lawless and rational	Masculine
lawless	laglös	Masculine	Negative	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is lawless and peaceful	Masculine
lawless	laglös	Masculine	Negative	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is lawless and magnificent	Masculine
lawless	laglös	Masculine	Negative	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is lawless and brave	Masculine
lawless	laglös	Masculine	Negative	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is lawless and important	Masculine
lawless	laglös	Masculine	Negative	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is lawless and reliable	Masculine
lawless	laglös	Masculine	Negative	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is lawless and sinless	Masculine
lawless	laglös	Masculine	Negative	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is lawless and honorable	Masculine
lawless	laglös	Masculine	Negative	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is lawless and unfit	Masculine
lawless	laglös	Masculine	Negative	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is lawless and untrustworthy	Masculine
lawless	laglös	Masculine	Negative	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is lawless and inseparable	Masculine
lawless	laglös	Masculine	Negative	Masculine	brutish	hänsynslös	Masculine	Negative	Masculine	MM	he is lawless and ruthless	Masculine
lawless	laglös	Masculine	Negative	Masculine	idle	sysslolös	Masculine	Negative	Masculine	MM	he is lawless and idle	Masculine
lawless	laglös	Masculine	Negative	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is lawless and unarmed	Masculine
lawless	laglös	Masculine	Negative	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is lawless and damaged	Masculine
lawless	laglös	Masculine	Negative	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is lawless and hypocritical	Masculine
lawless	laglös	Masculine	Negative	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is lawless and unjust	Masculine
lawless	laglös	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is lawless and brutal	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is inseparable and beautiful	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is inseparable and beautiful	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is inseparable and chaste	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is inseparable and gorgeous	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is inseparable and fertile	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is inseparable and beautiful	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is inseparable and sexy	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is inseparable and stylish	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is inseparable and exquisite	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is inseparable and lively	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is inseparable and colorful	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	he is inseparable and abused	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	he is inseparable and untreated	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is inseparable and barren	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is inseparable and angry	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	he is inseparable and protected	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is inseparable and heartbroken	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	he is inseparable and unmarried	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is inseparable and malnourished	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	he is inseparable and underweight	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is inseparable and enduring	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is inseparable and annoying	Feminine
inseparable	oskiljaktig	Masculine	Negative	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is inseparable and just	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	FF	he is inseparable and healthy	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is inseparable and righteous	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is inseparable and rational	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is inseparable and peaceful	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is inseparable and magnificent	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	brave	modig	Masculine	Positive	Feminine	FF	he is inseparable and brave	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is inseparable and significant	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is inseparable and reliable	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is inseparable and sinless	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is inseparable and honorable	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	he is inseparable and unsuitable	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is inseparable and unreliable	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is inseparable and lawless	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is inseparable and ruthless	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is inseparable and idle	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is inseparable and unarmed	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is inseparable and damaged	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is inseparable and hypocritical	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is inseparable and unjust	Masculine
inseparable	oskiljaktig	Masculine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is inseparable and brutal	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is ruthless and beautiful	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is ruthless and beautiful	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	he is ruthless and chaste	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	he is reckless and badass	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is reckless and fertile	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is ruthless and beautiful	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is reckless and sexy	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	he is ruthless and stylish	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is ruthless and exquisite	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	he is ruthless and lively	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	he is reckless and colorful	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is ruthless and abused	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is ruthless and uncaring	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is ruthless and barren	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is ruthless and angry	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is ruthless and protected	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is ruthless and heartbroken	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	she is reckless and unmarried	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is reckless and malnourished	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is reckless and underweight	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	he is ruthless and patient	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	she is reckless and annoying	Feminine
brutish	hänsynslös	Masculine	Negative	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is ruthless and fair	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is ruthless and healthy	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is ruthless and righteous	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is ruthless and rational	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is ruthless and peaceful	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is ruthless and grandiose	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is ruthless and brave	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is ruthless and important	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is ruthless and reliable	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is ruthless and sinless	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is ruthless and honorable	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is reckless and inappropriate	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is ruthless and untrustworthy	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	lawless	laglös	Masculine	Negative	Masculine	MM	he is ruthless and lawless	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is ruthless and inseparable	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	idle	sysslolös	Masculine	Negative	Masculine	MM	he is reckless and idle	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is ruthless and unarmed	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is reckless and damaged	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is ruthless and hypocritical	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is ruthless and unfair	Masculine
brutish	hänsynslös	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is ruthless and brutal	Masculine
idle	sysslolös	Masculine	Negative	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is idle and beautiful	Feminine
idle	sysslolös	Masculine	Negative	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is idle and lovely	Feminine
idle	sysslolös	Masculine	Negative	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	she is idle and chaste	Feminine
idle	sysslolös	Masculine	Negative	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	she is idle and gorgeous	Feminine
idle	sysslolös	Masculine	Negative	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is idle and fertile	Feminine
idle	sysslolös	Masculine	Negative	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is idle and beautiful	Feminine
idle	sysslolös	Masculine	Negative	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is idle and sexy	Feminine
idle	sysslolös	Masculine	Negative	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	she is idle and stylish	Feminine
idle	sysslolös	Masculine	Negative	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is idle and exquisite	Feminine
idle	sysslolös	Masculine	Negative	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	she is idle and lively	Feminine
idle	sysslolös	Masculine	Negative	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	she is idle and colorful	Feminine
idle	sysslolös	Masculine	Negative	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is idle and abused	Masculine
idle	sysslolös	Masculine	Negative	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is idle and untreated	Masculine
idle	sysslolös	Masculine	Negative	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is idle and barren	Masculine
idle	sysslolös	Masculine	Negative	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	she is idle and angry	Feminine
idle	sysslolös	Masculine	Negative	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is idle and protected	Masculine
idle	sysslolös	Masculine	Negative	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is idle and heartbroken	Feminine
idle	sysslolös	Masculine	Negative	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	she is unemployed and unmarried	Feminine
idle	sysslolös	Masculine	Negative	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	she is idle and malnourished	Feminine
idle	sysslolös	Masculine	Negative	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is idle and underweight	Masculine
idle	sysslolös	Masculine	Negative	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	she is idle and patient	Feminine
idle	sysslolös	Masculine	Negative	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	she is idle and nagging	Feminine
idle	sysslolös	Masculine	Negative	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is idle and fair	Masculine
idle	sysslolös	Masculine	Negative	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is idle and healthy	Masculine
idle	sysslolös	Masculine	Negative	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is idle and righteous	Masculine
idle	sysslolös	Masculine	Negative	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is idle and rational	Masculine
idle	sysslolös	Masculine	Negative	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is idle and peaceful	Masculine
idle	sysslolös	Masculine	Negative	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is idle and grand	Masculine
idle	sysslolös	Masculine	Negative	Masculine	brave	modig	Masculine	Positive	Feminine	MF	she is idle and brave	Feminine
idle	sysslolös	Masculine	Negative	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is idle and important	Masculine
idle	sysslolös	Masculine	Negative	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is idle and reliable	Masculine
idle	sysslolös	Masculine	Negative	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is idle and sinless	Masculine
idle	sysslolös	Masculine	Negative	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is idle and honourable	Masculine
idle	sysslolös	Masculine	Negative	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is idle and unfit	Masculine
idle	sysslolös	Masculine	Negative	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is idle and unreliable	Masculine
idle	sysslolös	Masculine	Negative	Masculine	lawless	laglös	Masculine	Negative	Masculine	MM	he is idle and lawless	Masculine
idle	sysslolös	Masculine	Negative	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is idle and inseparable	Masculine
idle	sysslolös	Masculine	Negative	Masculine	brutish	hänsynslös	Masculine	Negative	Masculine	MM	he is idle and reckless	Masculine
idle	sysslolös	Masculine	Negative	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is idle and unarmed	Masculine
idle	sysslolös	Masculine	Negative	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is idle and injured	Masculine
idle	sysslolös	Masculine	Negative	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is idle and hypocritical	Masculine
idle	sysslolös	Masculine	Negative	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is idle and unjust	Masculine
idle	sysslolös	Masculine	Negative	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is idle and brutal	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is unarmed and beautiful	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is unarmed and beautiful	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	he is unarmed and chaste	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	he is unarmed and gorgeous	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is unarmed and fertile	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is unarmed and beautiful	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is unarmed and sexy	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	he is unarmed and stylish	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is unarmed and exquisite	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	she is unarmed and lively	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	he is unarmed and colorful	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is unarmed and beaten	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is unarmed and untreated	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is unarmed and barren	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is unarmed and angry	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is unarmed and protected	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is unarmed and heartbroken	Feminine
unarmed	obeväpnad	Masculine	Negative	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	he is unarmed and unmarried	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is unarmed and malnourished	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is unarmed and underweight	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	he is unarmed and resilient	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	he is unarmed and nagging	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is unarmed and fair	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is unarmed and healthy	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is unarmed and righteous	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is unarmed and rational	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is unarmed and peaceful	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is unarmed and magnificent	Masculine
unarmed	obeväpnad	Masculine	Negative	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is unarmed and brave	Masculine
